"i","namei","wi","j","namej","wj","fij"
491,"Chauffailles",2580,711,"La Clayette",1330,44
497,"Semur-en-Auxois",2899,603,"Mourmelon-le-Grand",2698,4
497,"Semur-en-Auxois",2899,25,"Dijon",164440,113
497,"Semur-en-Auxois",2899,225,"Autun",9348,4
497,"Semur-en-Auxois",2899,41,"Besancon",104571,4
497,"Semur-en-Auxois",2899,697,"Venarey-les-Laumes",1517,212
497,"Semur-en-Auxois",2899,96,"Auxerre",38167,10
497,"Semur-en-Auxois",2899,29,"Reims",132176,3
497,"Semur-en-Auxois",2899,179,"Beaune",15713,3
497,"Semur-en-Auxois",2899,497,"Semur-en-Auxois",2899,1897
497,"Semur-en-Auxois",2899,336,"Chatillon-sur-Seine",4615,8
497,"Semur-en-Auxois",2899,60,"Chalon-sur-Saone",55807,3
497,"Semur-en-Auxois",2899,287,"Avallon",6542,44
497,"Semur-en-Auxois",2899,400,"Montbard",3566,299
500,"La Charite-sur-Loire",2120,83,"Nevers",39275,528
500,"La Charite-sur-Loire",2120,302,"Cosne-Cours-sur-Loire",4859,29
500,"La Charite-sur-Loire",2120,500,"La Charite-sur-Loire",2120,1050
500,"La Charite-sur-Loire",2120,96,"Auxerre",38167,4
500,"La Charite-sur-Loire",2120,414,"Clamecy",2977,4
503,"Bourbon-Lancy",2461,436,"Decize",2668,24
503,"Bourbon-Lancy",2461,130,"Moulins",25151,4
503,"Bourbon-Lancy",2461,503,"Bourbon-Lancy",2461,1892
503,"Bourbon-Lancy",2461,225,"Autun",9348,1
503,"Bourbon-Lancy",2461,353,"Paray-le-Monial",4294,44
503,"Bourbon-Lancy",2461,389,"Gueugnon",3255,116
503,"Bourbon-Lancy",2461,344,"Digoin",4162,131
503,"Bourbon-Lancy",2461,88,"Macon",43707,7
503,"Bourbon-Lancy",2461,60,"Chalon-sur-Saone",55807,4
503,"Bourbon-Lancy",2461,41,"Besancon",104571,4
503,"Bourbon-Lancy",2461,96,"Auxerre",38167,4
503,"Bourbon-Lancy",2461,711,"La Clayette",1330,4
503,"Bourbon-Lancy",2461,83,"Nevers",39275,32
503,"Bourbon-Lancy",2461,154,"Montceau-les-Mines",15982,23
504,"Sainte-Menehould",2358,306,"Rethel",5425,4
504,"Sainte-Menehould",2358,166,"Verdun",16703,44
504,"Sainte-Menehould",2358,692,"Suippes",2064,20
504,"Sainte-Menehould",2358,529,"Vouziers",2120,8
504,"Sainte-Menehould",2358,24,"Metz",167292,7
504,"Sainte-Menehould",2358,504,"Sainte-Menehould",2358,1745
504,"Sainte-Menehould",2358,9,"Strasbourg (partie francaise)",332143,3
504,"Sainte-Menehould",2358,186,"Vitry-le-Francois",12476,12
504,"Sainte-Menehould",2358,198,"Guebwiller",12219,4
504,"Sainte-Menehould",2358,182,"Bar-le-Duc",13929,26
504,"Sainte-Menehould",2358,144,"Saint-Dizier",20245,1
504,"Sainte-Menehould",2358,80,"Charleville-Mezieres",41261,7
504,"Sainte-Menehould",2358,29,"Reims",132176,37
504,"Sainte-Menehould",2358,559,"Saint-Mihiel",1791,4
504,"Sainte-Menehould",2358,107,"Chalons-en-Champagne",33720,150
504,"Sainte-Menehould",2358,20,"Nancy",179286,6
506,"Dieuze",2549,52,"Montbeliard",62478,3
506,"Dieuze",2549,24,"Metz",167292,93
506,"Dieuze",2549,182,"Bar-le-Duc",13929,4
506,"Dieuze",2549,550,"Bitche",2394,12
506,"Dieuze",2549,9,"Strasbourg (partie francaise)",332143,4
506,"Dieuze",2549,25,"Dijon",164440,3
506,"Dieuze",2549,59,"Thionville",55321,7
506,"Dieuze",2549,604,"Morhange",1593,41
506,"Dieuze",2549,330,"Neufchateau",4745,4
506,"Dieuze",2549,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,6
506,"Dieuze",2549,280,"Creutzwald",6152,3
506,"Dieuze",2549,222,"Luneville",9333,19
506,"Dieuze",2549,174,"Saint-Avold (partie francaise)",13587,12
506,"Dieuze",2549,171,"Sarrebourg",16660,134
506,"Dieuze",2549,20,"Nancy",179286,173
506,"Dieuze",2549,506,"Dieuze",2549,1716
507,"Vittel",2581,568,"Bruyeres",1963,4
507,"Vittel",2581,523,"Rambervillers",1946,20
507,"Vittel",2581,144,"Saint-Dizier",20245,1
507,"Vittel",2581,20,"Nancy",179286,53
507,"Vittel",2581,292,"Luxeuil-les-Bains",5942,4
507,"Vittel",2581,330,"Neufchateau",4745,94
507,"Vittel",2581,29,"Reims",132176,4
507,"Vittel",2581,507,"Vittel",2581,1614
507,"Vittel",2581,182,"Bar-le-Duc",13929,5
507,"Vittel",2581,372,"Gerardmer",4009,4
507,"Vittel",2581,9,"Strasbourg (partie francaise)",332143,7
507,"Vittel",2581,25,"Dijon",164440,3
507,"Vittel",2581,243,"Remiremont",8815,8
507,"Vittel",2581,95,"Epinal",38365,168
507,"Vittel",2581,59,"Thionville",55321,4
507,"Vittel",2581,237,"Toul",8905,8
507,"Vittel",2581,52,"Montbeliard",62478,3
507,"Vittel",2581,230,"Pont-a-Mousson",9847,4
507,"Vittel",2581,386,"Mirecourt",3530,169
507,"Vittel",2581,714,"Contrexeville",1264,308
507,"Vittel",2581,24,"Metz",167292,7
512,"Bogny-sur-Meuse",2058,48,"Troyes",75562,4
512,"Bogny-sur-Meuse",2058,129,"Sens",24625,4
512,"Bogny-sur-Meuse",2058,529,"Vouziers",2120,4
512,"Bogny-sur-Meuse",2058,446,"Revin",2349,36
512,"Bogny-sur-Meuse",2058,531,"Fumay",1930,16
512,"Bogny-sur-Meuse",2058,185,"Sedan",11171,32
512,"Bogny-sur-Meuse",2058,512,"Bogny-sur-Meuse",2058,846
512,"Bogny-sur-Meuse",2058,80,"Charleville-Mezieres",41261,534
512,"Bogny-sur-Meuse",2058,29,"Reims",132176,14
523,"Rambervillers",1946,243,"Remiremont",8815,16
523,"Rambervillers",1946,284,"Le Thillot",5869,4
523,"Rambervillers",1946,372,"Gerardmer",4009,12
523,"Rambervillers",1946,171,"Sarrebourg",16660,3
523,"Rambervillers",1946,156,"Sarreguemines (partie francaise)",18304,7
523,"Rambervillers",1946,182,"Bar-le-Duc",13929,3
523,"Rambervillers",1946,586,"Baccarat",1833,4
523,"Rambervillers",1946,523,"Rambervillers",1946,1080
523,"Rambervillers",1946,60,"Chalon-sur-Saone",55807,4
523,"Rambervillers",1946,154,"Montceau-les-Mines",15982,4
523,"Rambervillers",1946,161,"Chaumont",18206,4
523,"Rambervillers",1946,145,"Saint-Die-des-Vosges",19642,62
523,"Rambervillers",1946,386,"Mirecourt",3530,8
523,"Rambervillers",1946,222,"Luneville",9333,6
523,"Rambervillers",1946,174,"Saint-Avold (partie francaise)",13587,3
523,"Rambervillers",1946,20,"Nancy",179286,88
523,"Rambervillers",1946,221,"La Bresse",10171,16
523,"Rambervillers",1946,95,"Epinal",38365,323
523,"Rambervillers",1946,568,"Bruyeres",1963,64
523,"Rambervillers",1946,48,"Troyes",75562,4
523,"Rambervillers",1946,24,"Metz",167292,2
523,"Rambervillers",1946,419,"Raon-l'Etape",2724,36
524,"Nogent-sur-Seine",2294,289,"Romilly-sur-Seine",5049,373
524,"Nogent-sur-Seine",2294,48,"Troyes",75562,190
524,"Nogent-sur-Seine",2294,456,"Sezanne",3217,20
524,"Nogent-sur-Seine",2294,9,"Strasbourg (partie francaise)",332143,1
524,"Nogent-sur-Seine",2294,129,"Sens",24625,66
524,"Nogent-sur-Seine",2294,107,"Chalons-en-Champagne",33720,4
524,"Nogent-sur-Seine",2294,29,"Reims",132176,13
524,"Nogent-sur-Seine",2294,665,"Stenay",1529,4
524,"Nogent-sur-Seine",2294,59,"Thionville",55321,3
524,"Nogent-sur-Seine",2294,1,"Paris",5599722,4
524,"Nogent-sur-Seine",2294,721,"Arcis-sur-Aube",1243,4
524,"Nogent-sur-Seine",2294,336,"Chatillon-sur-Seine",4615,4
524,"Nogent-sur-Seine",2294,397,"Bar-sur-Aube",3709,11
524,"Nogent-sur-Seine",2294,524,"Nogent-sur-Seine",2294,1384
529,"Vouziers",2120,512,"Bogny-sur-Meuse",2058,4
529,"Vouziers",2120,504,"Sainte-Menehould",2358,8
529,"Vouziers",2120,29,"Reims",132176,107
529,"Vouziers",2120,185,"Sedan",11171,22
529,"Vouziers",2120,531,"Fumay",1930,4
529,"Vouziers",2120,665,"Stenay",1529,4
529,"Vouziers",2120,48,"Troyes",75562,1
529,"Vouziers",2120,529,"Vouziers",2120,1486
529,"Vouziers",2120,80,"Charleville-Mezieres",41261,80
529,"Vouziers",2120,306,"Rethel",5425,129
530,"Tournus",1996,179,"Beaune",15713,1
530,"Tournus",1996,60,"Chalon-sur-Saone",55807,502
530,"Tournus",1996,64,"Colmar",55183,4
530,"Tournus",1996,530,"Tournus",1996,1084
530,"Tournus",1996,286,"Louhans",6337,73
530,"Tournus",1996,25,"Dijon",164440,28
530,"Tournus",1996,138,"Lons-le-Saunier",24340,4
530,"Tournus",1996,491,"Chauffailles",2580,4
530,"Tournus",1996,88,"Macon",43707,158
531,"Fumay",1930,512,"Bogny-sur-Meuse",2058,20
531,"Fumay",1930,185,"Sedan",11171,11
531,"Fumay",1930,531,"Fumay",1930,1152
531,"Fumay",1930,29,"Reims",132176,7
531,"Fumay",1930,9,"Strasbourg (partie francaise)",332143,4
531,"Fumay",1930,80,"Charleville-Mezieres",41261,172
531,"Fumay",1930,406,"Givet",3133,76
531,"Fumay",1930,446,"Revin",2349,156
542,"Joinville",1769,542,"Joinville",1769,1100
542,"Joinville",1769,107,"Chalons-en-Champagne",33720,1
542,"Joinville",1769,20,"Nancy",179286,2
542,"Joinville",1769,161,"Chaumont",18206,88
542,"Joinville",1769,330,"Neufchateau",4745,4
542,"Joinville",1769,144,"Saint-Dizier",20245,363
542,"Joinville",1769,182,"Bar-le-Duc",13929,6
542,"Joinville",1769,654,"Brienne-le-Chateau",1472,4
542,"Joinville",1769,243,"Remiremont",8815,4
542,"Joinville",1769,29,"Reims",132176,12
542,"Joinville",1769,237,"Toul",8905,1
542,"Joinville",1769,655,"Wassy",1568,44
547,"Poligny",2172,547,"Poligny",2172,1453
547,"Poligny",2172,728,"Salins-les-Bains",1124,12
547,"Poligny",2172,25,"Dijon",164440,29
547,"Poligny",2172,647,"Arbois",1872,156
547,"Poligny",2172,303,"Champagnole",5449,60
547,"Poligny",2172,60,"Chalon-sur-Saone",55807,3
547,"Poligny",2172,315,"Saint-Claude",4756,5
547,"Poligny",2172,88,"Macon",43707,7
547,"Poligny",2172,124,"Dole",26067,155
547,"Poligny",2172,196,"Pontarlier",13649,4
547,"Poligny",2172,138,"Lons-le-Saunier",24340,323
547,"Poligny",2172,52,"Montbeliard",62478,4
547,"Poligny",2172,442,"Morez",3227,12
547,"Poligny",2172,41,"Besancon",104571,95
548,"Saint-Florentin",1811,88,"Macon",43707,4
548,"Saint-Florentin",1811,400,"Montbard",3566,7
548,"Saint-Florentin",1811,48,"Troyes",75562,75
548,"Saint-Florentin",1811,469,"Tonnerre",2576,107
548,"Saint-Florentin",1811,129,"Sens",24625,39
548,"Saint-Florentin",1811,548,"Saint-Florentin",1811,1104
548,"Saint-Florentin",1811,96,"Auxerre",38167,410
548,"Saint-Florentin",1811,25,"Dijon",164440,7
548,"Saint-Florentin",1811,369,"Joigny",3214,18
548,"Saint-Florentin",1811,289,"Romilly-sur-Seine",5049,4
548,"Saint-Florentin",1811,334,"Migennes",3974,72
550,"Bitche",2394,198,"Guebwiller",12219,3
550,"Bitche",2394,171,"Sarrebourg",16660,15
550,"Bitche",2394,59,"Thionville",55321,5
550,"Bitche",2394,280,"Creutzwald",6152,4
550,"Bitche",2394,95,"Epinal",38365,1
550,"Bitche",2394,301,"Reichshoffen - Niederbronn-les-Bains",6162,12
550,"Bitche",2394,9,"Strasbourg (partie francaise)",332143,20
550,"Bitche",2394,24,"Metz",167292,20
550,"Bitche",2394,73,"Belfort",45018,1
550,"Bitche",2394,107,"Chalons-en-Champagne",33720,3
550,"Bitche",2394,80,"Charleville-Mezieres",41261,1
550,"Bitche",2394,133,"Haguenau",25822,10
550,"Bitche",2394,550,"Bitche",2394,1617
550,"Bitche",2394,156,"Sarreguemines (partie francaise)",18304,126
550,"Bitche",2394,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,29
550,"Bitche",2394,20,"Nancy",179286,12
550,"Bitche",2394,48,"Troyes",75562,3
557,"Neuf-Brisach",2333,770,"Biesheim",1022,109
557,"Neuf-Brisach",2333,34,"Mulhouse",110707,23
557,"Neuf-Brisach",2333,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,8
557,"Neuf-Brisach",2333,596,"Ingwiller",2241,4
557,"Neuf-Brisach",2333,257,"Selestat",8479,17
557,"Neuf-Brisach",2333,737,"Fessenheim",1559,68
557,"Neuf-Brisach",2333,64,"Colmar",55183,508
557,"Neuf-Brisach",2333,9,"Strasbourg (partie francaise)",332143,25
557,"Neuf-Brisach",2333,145,"Saint-Die-des-Vosges",19642,4
557,"Neuf-Brisach",2333,48,"Troyes",75562,4
557,"Neuf-Brisach",2333,192,"Thann - Cernay",12752,4
557,"Neuf-Brisach",2333,612,"Ribeauville",2063,8
557,"Neuf-Brisach",2333,448,"Sainte-Marie-aux-Mines",2660,4
557,"Neuf-Brisach",2333,658,"Marckolsheim",1712,20
557,"Neuf-Brisach",2333,198,"Guebwiller",12219,11
557,"Neuf-Brisach",2333,73,"Belfort",45018,4
557,"Neuf-Brisach",2333,557,"Neuf-Brisach",2333,576
557,"Neuf-Brisach",2333,95,"Epinal",38365,4
559,"Saint-Mihiel",1791,24,"Metz",167292,8
559,"Saint-Mihiel",1791,166,"Verdun",16703,135
559,"Saint-Mihiel",1791,230,"Pont-a-Mousson",9847,4
559,"Saint-Mihiel",1791,135,"Vesoul",25291,4
559,"Saint-Mihiel",1791,331,"Jarny",4834,4
559,"Saint-Mihiel",1791,559,"Saint-Mihiel",1791,1063
559,"Saint-Mihiel",1791,506,"Dieuze",2549,4
559,"Saint-Mihiel",1791,237,"Toul",8905,8
559,"Saint-Mihiel",1791,427,"Commercy",2868,64
559,"Saint-Mihiel",1791,20,"Nancy",179286,32
559,"Saint-Mihiel",1791,182,"Bar-le-Duc",13929,46
565,"Baume-les-Dames",2221,196,"Pontarlier",13649,4
565,"Baume-les-Dames",2221,41,"Besancon",104571,508
565,"Baume-les-Dames",2221,73,"Belfort",45018,4
565,"Baume-les-Dames",2221,95,"Epinal",38365,3
565,"Baume-les-Dames",2221,620,"Valdahon",2708,4
565,"Baume-les-Dames",2221,346,"Lure",4462,4
565,"Baume-les-Dames",2221,52,"Montbeliard",62478,95
565,"Baume-les-Dames",2221,179,"Beaune",15713,4
565,"Baume-les-Dames",2221,124,"Dole",26067,4
565,"Baume-les-Dames",2221,565,"Baume-les-Dames",2221,1118
568,"Bruyeres",1963,34,"Mulhouse",110707,3
568,"Bruyeres",1963,138,"Lons-le-Saunier",24340,3
568,"Bruyeres",1963,372,"Gerardmer",4009,54
568,"Bruyeres",1963,41,"Besancon",104571,4
568,"Bruyeres",1963,292,"Luxeuil-les-Bains",5942,4
568,"Bruyeres",1963,284,"Le Thillot",5869,16
568,"Bruyeres",1963,507,"Vittel",2581,4
568,"Bruyeres",1963,523,"Rambervillers",1946,48
568,"Bruyeres",1963,568,"Bruyeres",1963,1056
568,"Bruyeres",1963,243,"Remiremont",8815,61
568,"Bruyeres",1963,129,"Sens",24625,4
568,"Bruyeres",1963,145,"Saint-Die-des-Vosges",19642,90
568,"Bruyeres",1963,419,"Raon-l'Etape",2724,4
568,"Bruyeres",1963,20,"Nancy",179286,18
568,"Bruyeres",1963,222,"Luneville",9333,4
568,"Bruyeres",1963,95,"Epinal",38365,202
568,"Bruyeres",1963,221,"La Bresse",10171,24
572,"Ligny-en-Barrois",1908,237,"Toul",8905,22
572,"Ligny-en-Barrois",1908,182,"Bar-le-Duc",13929,540
572,"Ligny-en-Barrois",1908,145,"Saint-Die-des-Vosges",19642,1
572,"Ligny-en-Barrois",1908,186,"Vitry-le-Francois",12476,4
572,"Ligny-en-Barrois",1908,107,"Chalons-en-Champagne",33720,4
572,"Ligny-en-Barrois",1908,20,"Nancy",179286,57
572,"Ligny-en-Barrois",1908,331,"Jarny",4834,5
572,"Ligny-en-Barrois",1908,9,"Strasbourg (partie francaise)",332143,1
572,"Ligny-en-Barrois",1908,166,"Verdun",16703,7
572,"Ligny-en-Barrois",1908,572,"Ligny-en-Barrois",1908,1024
572,"Ligny-en-Barrois",1908,427,"Commercy",2868,28
572,"Ligny-en-Barrois",1908,144,"Saint-Dizier",20245,120
572,"Ligny-en-Barrois",1908,559,"Saint-Mihiel",1791,4
572,"Ligny-en-Barrois",1908,24,"Metz",167292,8
572,"Ligny-en-Barrois",1908,115,"Longwy (partie francaise)",29599,4
572,"Ligny-en-Barrois",1908,95,"Epinal",38365,4
586,"Baccarat",1833,230,"Pont-a-Mousson",9847,1
586,"Baccarat",1833,330,"Neufchateau",4745,4
586,"Baccarat",1833,95,"Epinal",38365,34
586,"Baccarat",1833,52,"Montbeliard",62478,3
586,"Baccarat",1833,145,"Saint-Die-des-Vosges",19642,113
586,"Baccarat",1833,419,"Raon-l'Etape",2724,243
586,"Baccarat",1833,523,"Rambervillers",1946,28
586,"Baccarat",1833,171,"Sarrebourg",16660,11
586,"Baccarat",1833,20,"Nancy",179286,149
586,"Baccarat",1833,586,"Baccarat",1833,1021
586,"Baccarat",1833,222,"Luneville",9333,84
586,"Baccarat",1833,135,"Vesoul",25291,4
596,"Ingwiller",2241,34,"Mulhouse",110707,3
596,"Ingwiller",2241,251,"Saverne",8453,47
596,"Ingwiller",2241,415,"Wissembourg (partie francaise)",3759,4
596,"Ingwiller",2241,9,"Strasbourg (partie francaise)",332143,262
596,"Ingwiller",2241,24,"Metz",167292,3
596,"Ingwiller",2241,596,"Ingwiller",2241,920
596,"Ingwiller",2241,133,"Haguenau",25822,54
596,"Ingwiller",2241,171,"Sarrebourg",16660,14
596,"Ingwiller",2241,301,"Reichshoffen - Niederbronn-les-Bains",6162,32
603,"Mourmelon-le-Grand",2698,237,"Toul",8905,1
603,"Mourmelon-le-Grand",2698,298,"Langres",5946,4
603,"Mourmelon-le-Grand",2698,41,"Besancon",104571,4
603,"Mourmelon-le-Grand",2698,24,"Metz",167292,5
603,"Mourmelon-le-Grand",2698,29,"Reims",132176,309
603,"Mourmelon-le-Grand",2698,95,"Epinal",38365,4
603,"Mourmelon-le-Grand",2698,107,"Chalons-en-Champagne",33720,561
603,"Mourmelon-le-Grand",2698,166,"Verdun",16703,6
603,"Mourmelon-le-Grand",2698,48,"Troyes",75562,9
603,"Mourmelon-le-Grand",2698,186,"Vitry-le-Francois",12476,4
603,"Mourmelon-le-Grand",2698,692,"Suippes",2064,72
603,"Mourmelon-le-Grand",2698,603,"Mourmelon-le-Grand",2698,1607
603,"Mourmelon-le-Grand",2698,80,"Charleville-Mezieres",41261,7
603,"Mourmelon-le-Grand",2698,20,"Nancy",179286,4
603,"Mourmelon-le-Grand",2698,306,"Rethel",5425,12
603,"Mourmelon-le-Grand",2698,504,"Sainte-Menehould",2358,12
603,"Mourmelon-le-Grand",2698,175,"Epernay",15468,25
603,"Mourmelon-le-Grand",2698,721,"Arcis-sur-Aube",1243,8
604,"Morhange",1593,59,"Thionville",55321,3
604,"Morhange",1593,20,"Nancy",179286,57
604,"Morhange",1593,604,"Morhange",1593,947
604,"Morhange",1593,222,"Luneville",9333,6
604,"Morhange",1593,251,"Saverne",8453,1
604,"Morhange",1593,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,49
604,"Morhange",1593,280,"Creutzwald",6152,3
604,"Morhange",1593,156,"Sarreguemines (partie francaise)",18304,29
604,"Morhange",1593,230,"Pont-a-Mousson",9847,9
604,"Morhange",1593,171,"Sarrebourg",16660,16
604,"Morhange",1593,24,"Metz",167292,224
604,"Morhange",1593,287,"Avallon",6542,4
604,"Morhange",1593,174,"Saint-Avold (partie francaise)",13587,57
604,"Morhange",1593,506,"Dieuze",2549,88
612,"Ribeauville",2063,612,"Ribeauville",2063,932
612,"Ribeauville",2063,762,"Liepvre",1099,12
612,"Ribeauville",2063,629,"Rouffach",2015,8
612,"Ribeauville",2063,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,4
612,"Ribeauville",2063,198,"Guebwiller",12219,4
612,"Ribeauville",2063,448,"Sainte-Marie-aux-Mines",2660,53
612,"Ribeauville",2063,737,"Fessenheim",1559,4
612,"Ribeauville",2063,9,"Strasbourg (partie francaise)",332143,143
612,"Ribeauville",2063,557,"Neuf-Brisach",2333,8
612,"Ribeauville",2063,95,"Epinal",38365,4
612,"Ribeauville",2063,34,"Mulhouse",110707,40
612,"Ribeauville",2063,257,"Selestat",8479,103
612,"Ribeauville",2063,658,"Marckolsheim",1712,56
612,"Ribeauville",2063,64,"Colmar",55183,584
612,"Ribeauville",2063,133,"Haguenau",25822,3
612,"Ribeauville",2063,145,"Saint-Die-des-Vosges",19642,12
618,"Soufflenheim",2210,96,"Auxerre",38167,7
618,"Soufflenheim",2210,9,"Strasbourg (partie francaise)",332143,156
618,"Soufflenheim",2210,301,"Reichshoffen - Niederbronn-les-Bains",6162,12
618,"Soufflenheim",2210,415,"Wissembourg (partie francaise)",3759,12
618,"Soufflenheim",2210,133,"Haguenau",25822,201
618,"Soufflenheim",2210,198,"Guebwiller",12219,4
618,"Soufflenheim",2210,618,"Soufflenheim",2210,751
618,"Soufflenheim",2210,34,"Mulhouse",110707,4
618,"Soufflenheim",2210,257,"Selestat",8479,4
620,"Valdahon",2708,196,"Pontarlier",13649,47
620,"Valdahon",2708,673,"Ornans",1776,16
620,"Valdahon",2708,734,"Saint-Amour",1292,4
620,"Valdahon",2708,620,"Valdahon",2708,1548
620,"Valdahon",2708,124,"Dole",26067,6
620,"Valdahon",2708,292,"Luxeuil-les-Bains",5942,4
620,"Valdahon",2708,41,"Besancon",104571,430
620,"Valdahon",2708,34,"Mulhouse",110707,3
620,"Valdahon",2708,633,"Cluny",1734,4
620,"Valdahon",2708,9,"Strasbourg (partie francaise)",332143,5
620,"Valdahon",2708,565,"Baume-les-Dames",2221,8
620,"Valdahon",2708,135,"Vesoul",25291,4
620,"Valdahon",2708,96,"Auxerre",38167,3
620,"Valdahon",2708,138,"Lons-le-Saunier",24340,4
620,"Valdahon",2708,25,"Dijon",164440,4
620,"Valdahon",2708,52,"Montbeliard",62478,15
620,"Valdahon",2708,59,"Thionville",55321,4
620,"Valdahon",2708,24,"Metz",167292,3
620,"Valdahon",2708,396,"Morteau",4767,8
625,"Bouzonville",1541,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,26
625,"Bouzonville",1541,196,"Pontarlier",13649,3
625,"Bouzonville",1541,625,"Bouzonville",1541,711
625,"Bouzonville",1541,59,"Thionville",55321,28
625,"Bouzonville",1541,24,"Metz",167292,224
625,"Bouzonville",1541,280,"Creutzwald",6152,79
625,"Bouzonville",1541,20,"Nancy",179286,7
625,"Bouzonville",1541,174,"Saint-Avold (partie francaise)",13587,39
629,"Rouffach",2015,612,"Ribeauville",2063,12
629,"Rouffach",2015,770,"Biesheim",1022,16
629,"Rouffach",2015,257,"Selestat",8479,19
629,"Rouffach",2015,658,"Marckolsheim",1712,20
629,"Rouffach",2015,557,"Neuf-Brisach",2333,12
629,"Rouffach",2015,52,"Montbeliard",62478,6
629,"Rouffach",2015,448,"Sainte-Marie-aux-Mines",2660,4
629,"Rouffach",2015,95,"Epinal",38365,4
629,"Rouffach",2015,629,"Rouffach",2015,1030
629,"Rouffach",2015,34,"Mulhouse",110707,506
629,"Rouffach",2015,737,"Fessenheim",1559,20
629,"Rouffach",2015,29,"Reims",132176,3
629,"Rouffach",2015,145,"Saint-Die-des-Vosges",19642,7
629,"Rouffach",2015,135,"Vesoul",25291,4
629,"Rouffach",2015,73,"Belfort",45018,16
629,"Rouffach",2015,192,"Thann - Cernay",12752,58
629,"Rouffach",2015,198,"Guebwiller",12219,567
629,"Rouffach",2015,64,"Colmar",55183,755
629,"Rouffach",2015,25,"Dijon",164440,3
629,"Rouffach",2015,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,3
629,"Rouffach",2015,9,"Strasbourg (partie francaise)",332143,124
633,"Cluny",1734,389,"Gueugnon",3255,4
633,"Cluny",1734,154,"Montceau-les-Mines",15982,11
633,"Cluny",1734,25,"Dijon",164440,7
633,"Cluny",1734,179,"Beaune",15713,4
633,"Cluny",1734,88,"Macon",43707,380
633,"Cluny",1734,60,"Chalon-sur-Saone",55807,51
633,"Cluny",1734,711,"La Clayette",1330,4
633,"Cluny",1734,633,"Cluny",1734,1009
636,"Carignan",1600,185,"Sedan",11171,85
636,"Carignan",1600,29,"Reims",132176,4
636,"Carignan",1600,636,"Carignan",1600,667
636,"Carignan",1600,665,"Stenay",1529,12
636,"Carignan",1600,80,"Charleville-Mezieres",41261,87
647,"Arbois",1872,48,"Troyes",75562,8
647,"Arbois",1872,25,"Dijon",164440,9
647,"Arbois",1872,303,"Champagnole",5449,24
647,"Arbois",1872,24,"Metz",167292,4
647,"Arbois",1872,198,"Guebwiller",12219,4
647,"Arbois",1872,196,"Pontarlier",13649,4
647,"Arbois",1872,647,"Arbois",1872,1122
647,"Arbois",1872,124,"Dole",26067,138
647,"Arbois",1872,135,"Vesoul",25291,4
647,"Arbois",1872,138,"Lons-le-Saunier",24340,83
647,"Arbois",1872,41,"Besancon",104571,90
647,"Arbois",1872,728,"Salins-les-Bains",1124,86
647,"Arbois",1872,547,"Poligny",2172,124
654,"Brienne-le-Chateau",1472,186,"Vitry-le-Francois",12476,7
654,"Brienne-le-Chateau",1472,397,"Bar-sur-Aube",3709,82
654,"Brienne-le-Chateau",1472,654,"Brienne-le-Chateau",1472,875
654,"Brienne-le-Chateau",1472,298,"Langres",5946,4
654,"Brienne-le-Chateau",1472,144,"Saint-Dizier",20245,13
654,"Brienne-le-Chateau",1472,48,"Troyes",75562,258
654,"Brienne-le-Chateau",1472,721,"Arcis-sur-Aube",1243,4
655,"Wassy",1568,29,"Reims",132176,8
655,"Wassy",1568,161,"Chaumont",18206,24
655,"Wassy",1568,397,"Bar-sur-Aube",3709,8
655,"Wassy",1568,655,"Wassy",1568,824
655,"Wassy",1568,25,"Dijon",164440,1
655,"Wassy",1568,48,"Troyes",75562,4
655,"Wassy",1568,182,"Bar-le-Duc",13929,11
655,"Wassy",1568,186,"Vitry-le-Francois",12476,5
655,"Wassy",1568,542,"Joinville",1769,73
655,"Wassy",1568,144,"Saint-Dizier",20245,548
655,"Wassy",1568,20,"Nancy",179286,6
656,"Nogent",1725,336,"Chatillon-sur-Seine",4615,3
656,"Nogent",1725,25,"Dijon",164440,18
656,"Nogent",1725,656,"Nogent",1725,1056
656,"Nogent",1725,41,"Besancon",104571,4
656,"Nogent",1725,298,"Langres",5946,75
656,"Nogent",1725,161,"Chaumont",18206,544
656,"Nogent",1725,330,"Neufchateau",4745,4
658,"Marckolsheim",1712,448,"Sainte-Marie-aux-Mines",2660,21
658,"Marckolsheim",1712,198,"Guebwiller",12219,4
658,"Marckolsheim",1712,34,"Mulhouse",110707,19
658,"Marckolsheim",1712,41,"Besancon",104571,4
658,"Marckolsheim",1712,95,"Epinal",38365,3
658,"Marckolsheim",1712,9,"Strasbourg (partie francaise)",332143,121
658,"Marckolsheim",1712,133,"Haguenau",25822,14
658,"Marckolsheim",1712,762,"Liepvre",1099,20
658,"Marckolsheim",1712,557,"Neuf-Brisach",2333,24
658,"Marckolsheim",1712,770,"Biesheim",1022,8
658,"Marckolsheim",1712,658,"Marckolsheim",1712,612
658,"Marckolsheim",1712,257,"Selestat",8479,169
658,"Marckolsheim",1712,64,"Colmar",55183,254
